Passengers,Fare,Itinerary,Subs Itinerary 1,Subs Itinerary 2,Subs Itinerary 3
1,123.5,"(741,)",,,
2,123.5,"(29,)",,,
2,123.5,"(423,)",,,
1,123.5,"(31,)",,,
1,123.5,"(507,)",,,
1,123.5,"(0,)",,,
1,123.5,"(69,)",,,
1,123.5,"(39,)",,,
1,123.5,"(544,)",,,
7,123.5,"(12,)",,,
7,123.5,"(341,)",,,
5,123.5,"(690,)",,,
5,123.5,"(47,)",,,
4,123.5,"(714,)",,,
4,123.5,"(485,)","(484,)",,
1,123.5,"(728,)",,,
1,123.5,"(636,)","(635,)",,
1,123.5,"(702,)",,,
1,123.5,"(288,)",,,
2,123.5,"(709,)",,,
2,123.5,"(336,)","(337,)",,
1,123.5,"(697,)",,,
1,123.5,"(58,)",,,
4,123.5,"(97,)",,,
2,123.5,"(722,)",,,
2,123.5,"(595,)",,,
6,123.5,"(430,)",,,
12,123.5,"(59,)",,,
12,123.5,"(696,)",,,
2,123.5,"(271,)",,,
2,123.5,"(415,)",,,
3,123.5,"(286,)",,,
1,123.5,"(273,)",,,
1,123.5,"(443,)",,,
3,123.5,"(276,)",,,
2,123.5,"(663,)",,,
3,123.5,"(265,)",,,
3,123.5,"(361,)",,,
1,123.5,"(289,)",,,
1,123.5,"(736,)",,,
2,123.5,"(217,)",,,
2,123.5,"(60,)",,,
2,123.5,"(523,)",,,
1,123.5,"(165,)",,,
1,123.5,"(113,)",,,
1,123.5,"(210,)",,,
1,123.5,"(421,)",,,
3,123.5,"(521,)",,,
1,123.5,"(236,)",,,
1,123.5,"(657,)",,,
1,123.5,"(229,)",,,
1,123.5,"(599,)",,,
1,123.5,"(208,)",,,
1,123.5,"(355,)",,,
3,123.5,"(248,)",,,
3,123.5,"(735,)",,,
1,123.5,"(94,)",,,
1,123.5,"(639,)",,,
4,123.5,"(343,)",,,
17,123.5,"(97,)",,,
18,123.5,"(635,)","(636,)",,
18,123.5,"(728,)",,,
1,123.5,"(72,)",,,
1,123.5,"(436,)",,,
4,123.5,"(77,)",,,
4,123.5,"(701,)",,,
1,123.5,"(401,)",,,
1,123.5,"(13,)",,,
1,123.5,"(125,)",,,
1,123.5,"(647,)",,,
5,123.5,"(339,)",,,
5,123.5,"(707,)",,,
1,123.5,"(323,)",,,
1,123.5,"(452,)",,,
2,123.5,"(320,)",,,
2,123.5,"(306,)",,,
1,123.5,"(33,)",,,
3,123.5,"(543,)",,,
3,123.5,"(42,)",,,
2,123.5,"(577,)",,,
2,123.5,"(475,)",,,
4,123.5,"(559,)",,,
4,123.5,"(330,)",,,
1,123.5,"(524,)",,,
7,123.5,"(552,)",,,
7,123.5,"(116,)",,,
3,123.5,"(758,)",,,
3,123.5,"(607,)",,,
1,123.5,"(277,)",,,
2,123.5,"(115,)",,,
2,123.5,"(442,)",,,
14,123.5,"(117,)",,,
14,123.5,"(552,)",,,
8,123.5,"(344,)",,,
8,123.5,"(109,)","(110,)",,
8,123.5,"(161,)",,,
1,123.5,"(156,)",,,
1,123.5,"(190,)","(189,)",,
1,123.5,"(680,)",,,
1,123.5,"(276,)",,,
2,123.5,"(377,)","(386, 682)",,
5,123.5,"(517,)",,,
1,123.5,"(367,)",,,
1,123.5,"(318,)",,,
1,123.5,"(374,)",,,
1,123.5,"(457,)",,,
3,123.5,"(343,)",,,
2,247.0,"(360, 251)",,,
2,123.5,"(763,)",,,
2,123.5,"(503,)",,,
1,123.5,"(216,)",,,
1,123.5,"(317,)",,,
2,123.5,"(447,)","(448,)",,
1,123.5,"(530,)",,,
1,123.5,"(526,)",,,
1,123.5,"(221,)",,,
3,123.5,"(662,)",,,
2,218.5,"(706,)",,,
2,218.5,"(336,)","(337,)",,
1,218.5,"(743,)",,,
3,218.5,"(59,)",,,
3,218.5,"(698,)",,,
1,218.5,"(97,)",,,
3,218.5,"(337,)","(336,)",,
3,218.5,"(706,)",,,
18,218.5,"(594,)",,,
18,218.5,"(719,)",,,
1,218.5,"(319,)",,,
1,218.5,"(369,)",,,
1,516.0,"(389,)",,,
1,516.0,"(757,)",,,
4,156.5,"(736,)",,,
4,156.5,"(289,)",,,
1,156.5,"(541,)",,,
2,156.5,"(756,)",,,
2,156.5,"(326,)",,,
1,156.5,"(518,)",,,
1,156.5,"(743,)",,,
4,156.5,"(748,)",,,
4,156.5,"(107,)",,,
1,156.5,"(759,)",,,
1,156.5,"(621,)",,,
1,156.5,"(760,)",,,
1,156.5,"(731,)",,,
7,156.5,"(752,)",,,
7,156.5,"(257,)",,,
5,156.5,"(665,)",,,
5,156.5,"(46,)",,,
1,156.5,"(283,)",,,
3,156.5,"(681,)",,,
2,156.5,"(668,)",,,
2,156.5,"(240,)",,,
1,156.5,"(468,)",,,
1,156.5,"(535,)",,,
2,156.5,"(679,)",,,
1,156.5,"(445,)",,,
1,156.5,"(273,)",,,
2,156.5,"(430,)",,,
1,156.5,"(446,)",,,
1,156.5,"(314,)",,,
2,156.5,"(457,)",,,
2,156.5,"(373,)",,,
1,156.5,"(530,)",,,
7,156.5,"(212,)",,,
4,156.5,"(167,)",,,
2,156.5,"(18,)",,,
2,156.5,"(401,)",,,
1,156.5,"(33,)",,,
2,156.5,"(4,)",,,
2,156.5,"(158,)",,,
3,156.5,"(720,)",,,
3,156.5,"(590,)",,,
1,156.5,"(430,)",,,
1,156.5,"(743,)",,,
1,156.5,"(57,)",,,
1,156.5,"(699,)",,,
1,156.5,"(520,)",,,
1,156.5,"(276,)",,,
1,156.5,"(261,)",,,
1,156.5,"(83,)",,,
3,156.5,"(279,)",,,
3,156.5,"(553,)",,,
5,156.5,"(663,)",,,
3,156.5,"(280,)",,,
9,156.5,"(265,)",,,
9,156.5,"(361,)",,,
2,156.5,"(262,)","(263,)",,
2,156.5,"(196,)",,,
5,156.5,"(218,)",,,
6,156.5,"(242,)",,,
6,156.5,"(674,)","(673,)",,
4,156.5,"(199,)",,,
1,156.5,"(169,)",,,
1,156.5,"(118,)",,,
5,156.5,"(213,)",,,
6,156.5,"(233,)",,,
6,156.5,"(625,)",,,
3,156.5,"(60,)",,,
9,156.5,"(180,)",,,
9,156.5,"(150,)","(151,)",,
2,156.5,"(196,)",,,
2,156.5,"(263,)","(262,)",,
2,156.5,"(215,)",,,
1,156.5,"(523,)",,,
4,156.5,"(81,)",,,
2,156.5,"(211,)",,,
1,156.5,"(520,)",,,
7,156.5,"(223,)",,,
4,156.5,"(250,)",,,
4,156.5,"(739,)",,,
3,156.5,"(742,)",,,
2,156.5,"(521,)",,,
3,156.5,"(237,)",,,
3,156.5,"(661,)",,,
3,156.5,"(540,)",,,
4,156.5,"(230,)",,,
4,156.5,"(601,)",,,
2,156.5,"(254,)",,,
2,156.5,"(753,)",,,
9,156.5,"(203,)",,,
9,156.5,"(358,)",,,
2,156.5,"(742,)",,,
2,156.5,"(83,)",,,
2,156.5,"(260,)",,,
3,156.5,"(96,)",,,
3,156.5,"(642,)",,,
8,156.5,"(91,)",,,
8,156.5,"(597,)",,,
3,156.5,"(98,)",,,
3,156.5,"(746,)",,,
6,156.5,"(343,)",,,
2,156.5,"(81,)",,,
2,156.5,"(604,)",,,
1,156.5,"(632,)",,,
1,156.5,"(582,)",,,
2,156.5,"(634,)",,,
2,156.5,"(623,)",,,
11,156.5,"(625,)",,,
11,156.5,"(231,)",,,
1,156.5,"(395,)",,,
1,156.5,"(21,)",,,
1,156.5,"(419,)",,,
1,156.5,"(459,)",,,
1,156.5,"(414,)",,,
1,156.5,"(272,)",,,
1,156.5,"(421,)",,,
1,156.5,"(210,)",,,
2,156.5,"(118,)",,,
2,156.5,"(171,)",,,
2,156.5,"(330,)",,,
2,156.5,"(559,)",,,
2,156.5,"(201,)",,,
1,156.5,"(538,)",,,
4,156.5,"(524,)",,,
3,156.5,"(758,)",,,
16,156.5,"(560,)",,,
16,156.5,"(382,)",,,
3,156.5,"(592,)",,,
3,156.5,"(726,)",,,
10,156.5,"(222,)",,,
1,156.5,"(604,)",,,
1,156.5,"(281,)",,,
1,156.5,"(609,)",,,
1,156.5,"(598,)",,,
1,156.5,"(91,)",,,
3,156.5,"(617,)",,,
6,156.5,"(600,)",,,
6,156.5,"(229,)",,,
1,156.5,"(516,)",,,
1,156.5,"(521,)",,,
2,156.5,"(346,)",,,
41,156.5,"(140,)",,,
41,156.5,"(188,)",,,
1,156.5,"(684,)",,,
3,156.5,"(276,)",,,
2,156.5,"(513,)",,,
2,156.5,"(518,)",,,
2,156.5,"(379,)",,,
6,156.5,"(215,)",,,
1,156.5,"(362,)",,,
2,156.5,"(367,)",,,
2,156.5,"(318,)",,,
4,156.5,"(361,)",,,
4,156.5,"(265,)",,,
2,156.5,"(379,)",,,
2,156.5,"(382,)",,,
2,156.5,"(560,)",,,
1,156.5,"(734,)",,,
1,156.5,"(244,)",,,
5,156.5,"(318,)",,,
5,156.5,"(366,)",,,
3,156.5,"(199,)",,,
5,156.5,"(32,)",,,
1,156.5,"(380,)",,,
1,156.5,"(526,)",,,
1,156.5,"(221,)",,,
5,156.5,"(663,)",,,
3,156.5,"(656,)",,,
3,156.5,"(237,)",,,
2,156.5,"(610,)",,,
1,149.5,"(756,)",,,
1,149.5,"(327,)",,,
1,149.5,"(759,)",,,
2,149.5,"(757,)",,,
2,149.5,"(389,)",,,
3,149.5,"(665,)",,,
3,149.5,"(44,)",,,
2,149.5,"(682,)",,,
2,149.5,"(676,)",,,
2,149.5,"(386,)",,,
2,149.5,"(430,)",,,
3,149.5,"(457,)",,,
3,149.5,"(372,)",,,
1,149.5,"(530,)",,,
1,149.5,"(5,)",,,
1,149.5,"(12,)",,,
1,149.5,"(340,)",,,
4,149.5,"(32,)",,,
2,149.5,"(3,)",,,
2,149.5,"(158,)",,,
3,149.5,"(695,)","(694,)",,
3,149.5,"(47,)",,,
1,149.5,"(696,)",,,
1,149.5,"(59,)",,,
1,149.5,"(701,)",,,
1,149.5,"(78,)",,,
1,149.5,"(722,)",,,
1,149.5,"(591,)",,,
1,149.5,"(520,)",,,
1,149.5,"(266,)",,,
1,149.5,"(413,)",,,
1,149.5,"(275,)",,,
1,149.5,"(444,)",,,
4,149.5,"(277,)",,,
4,149.5,"(265,)",,,
4,149.5,"(361,)",,,
2,149.5,"(262,)","(263,)",,
2,149.5,"(195,)",,,
1,149.5,"(180,)",,,
1,149.5,"(157,)",,,
3,149.5,"(81,)",,,
1,149.5,"(251,)",,,
1,149.5,"(739,)",,,
3,149.5,"(742,)",,,
2,149.5,"(521,)",,,
3,149.5,"(541,)",,,
3,149.5,"(207,)",,,
3,149.5,"(357,)",,,
1,149.5,"(102,)",,,
1,149.5,"(746,)",,,
1,149.5,"(343,)",,,
2,149.5,"(84,)",,,
2,149.5,"(300,)",,,
3,149.5,"(81,)",,,
1,149.5,"(604,)",,,
4,149.5,"(637,)","(633, 592)",,
4,149.5,"(728,)",,,
2,149.5,"(71,)",,,
2,149.5,"(435,)",,,
2,149.5,"(537,)",,,
2,149.5,"(470,)",,,
4,149.5,"(560,)",,,
4,149.5,"(382,)",,,
11,149.5,"(592,)",,,
11,149.5,"(721,)",,,
2,149.5,"(281,)",,,
6,149.5,"(609,)",,,
1,149.5,"(597,)",,,
1,149.5,"(91,)",,,
2,149.5,"(277,)",,,
1,149.5,"(348,)",,,
1,149.5,"(508,)",,,
1,149.5,"(31,)",,,
1,149.5,"(276,)",,,
1,149.5,"(516,)",,,
5,149.5,"(370,)",,,
5,149.5,"(457,)",,,
1,149.5,"(377,)","(386, 682)",,
2,149.5,"(343,)",,,
1,149.5,"(763,)",,,
1,149.5,"(497,)",,,
2,149.5,"(316,)",,,
1,20.5,"(465,)",,,
1,20.5,"(512,)",,,
3,20.5,"(1,)",,,
3,20.5,"(69,)",,,
1,41.0,"(689, 27)",,,
2,41.0,"(222, 591)",,,
1,20.5,"(204,)",,,
1,20.5,"(360,)",,,
4,20.5,"(79,)",,,
4,20.5,"(2,)",,,
5,20.5,"(90,)",,,
5,20.5,"(440,)",,,
2,20.5,"(126,)","(127,)",,
2,20.5,"(646,)",,,
1,20.5,"(327,)",,,
1,20.5,"(756,)",,,
10,20.5,"(552,)",,,
10,20.5,"(117,)",,,
1,20.5,"(609,)",,,
2,20.5,"(387,)",,,
2,20.5,"(677,)",,,
2,41.0,"(371, 480)",,,
1,41.0,"(297, 26)",,,
1,191.5,"(685,)",,,
2,191.5,"(430,)",,,
4,191.5,"(265,)",,,
4,191.5,"(361,)",,,
1,191.5,"(216,)",,,
1,191.5,"(169,)",,,
1,191.5,"(118,)",,,
2,191.5,"(247,)",,,
2,191.5,"(735,)",,,
2,191.5,"(343,)",,,
1,191.5,"(560,)",,,
1,191.5,"(382,)",,,
3,191.5,"(595,)",,,
3,191.5,"(719,)",,,
1,191.5,"(343,)",,,
4,217.0,"(59,)",,,
4,217.0,"(696,)",,,
4,217.0,"(203,)",,,
4,217.0,"(351,)",,,
1,217.0,"(220,)",,,
1,217.0,"(525,)",,,
3,217.0,"(591,)",,,
3,217.0,"(719,)",,,
2,68.0,"(614,)",,,
2,68.0,"(737,)",,,
2,68.0,"(381,)",,,
1,68.0,"(539,)",,,
12,68.0,"(756,)",,,
12,68.0,"(327,)",,,
2,68.0,"(755,)",,,
2,68.0,"(291,)",,,
1,68.0,"(743,)",,,
2,68.0,"(745,)",,,
2,68.0,"(100,)",,,
8,68.0,"(758,)",,,
1,68.0,"(757,)",,,
1,68.0,"(393,)",,,
3,68.0,"(760,)",,,
3,68.0,"(732,)",,,
1,68.0,"(754,)",,,
1,68.0,"(256,)",,,
7,68.0,"(687,)",,,
7,68.0,"(612,)",,,
12,68.0,"(676,)",,,
12,68.0,"(384,)",,,
1,68.0,"(531,)",,,
1,68.0,"(464,)",,,
1,68.0,"(418,)",,,
1,68.0,"(468,)",,,
1,68.0,"(536,)",,,
3,68.0,"(456,)",,,
3,68.0,"(322,)",,,
2,68.0,"(67,)",,,
1,68.0,"(481,)",,,
1,68.0,"(631,)",,,
3,68.0,"(443,)",,,
3,68.0,"(274,)",,,
3,68.0,"(465,)",,,
3,68.0,"(510,)",,,
2,68.0,"(424,)",,,
2,68.0,"(54,)","(52,)","(53,)","(55,)"
7,68.0,"(430,)",,,
3,68.0,"(437,)",,,
3,68.0,"(72,)",,,
2,68.0,"(441,)",,,
2,68.0,"(89,)",,,
2,68.0,"(446,)",,,
2,68.0,"(314,)",,,
2,68.0,"(478,)",,,
2,68.0,"(572,)",,,
1,68.0,"(457,)",,,
1,68.0,"(373,)",,,
3,68.0,"(503,)",,,
3,68.0,"(763,)",,,
12,68.0,"(486,)",,,
12,68.0,"(712,)",,,
2,68.0,"(739,)",,,
2,68.0,"(252,)",,,
3,68.0,"(646,)",,,
3,68.0,"(127,)","(126,)",,
2,68.0,"(652,)","(653,)",,
2,68.0,"(587,)",,,
1,68.0,"(313,)",,,
1,68.0,"(16,)",,,
1,68.0,"(409,)","(408,)",,
2,68.0,"(43,)",,,
2,68.0,"(624,)",,,
2,68.0,"(5,)",,,
2,68.0,"(31,)",,,
2,68.0,"(507,)",,,
2,68.0,"(2,)",,,
2,68.0,"(80,)",,,
4,68.0,"(42,)",,,
4,68.0,"(549,)",,,
4,68.0,"(12,)",,,
4,68.0,"(340,)",,,
1,68.0,"(51,)",,,
1,68.0,"(762,)",,,
1,68.0,"(10,)",,,
1,68.0,"(297,)",,,
12,68.0,"(4,)",,,
12,68.0,"(158,)",,,
9,68.0,"(717,)","(716,)",,
9,68.0,"(487,)",,,
1,68.0,"(700,)",,,
1,68.0,"(75,)",,,
1,68.0,"(743,)",,,
3,68.0,"(67,)",,,
8,68.0,"(58,)",,,
8,68.0,"(697,)",,,
6,68.0,"(520,)",,,
4,68.0,"(5,)",,,
3,68.0,"(273,)",,,
3,68.0,"(444,)",,,
6,68.0,"(277,)",,,
4,68.0,"(281,)",,,
9,68.0,"(294,)",,,
9,68.0,"(755,)",,,
2,68.0,"(265,)",,,
2,68.0,"(361,)",,,
5,68.0,"(287,)",,,
5,68.0,"(704,)",,,
6,68.0,"(289,)",,,
6,68.0,"(736,)",,,
7,68.0,"(262,)","(263,)",,
7,68.0,"(194,)",,,
1,68.0,"(158,)",,,
1,68.0,"(4,)",,,
10,68.0,"(219,)",,,
1,68.0,"(238,)",,,
1,68.0,"(668,)",,,
2,68.0,"(200,)",,,
10,68.0,"(171,)",,,
10,68.0,"(118,)",,,
2,136.0,"(213, 476)",,,
2,68.0,"(60,)",,,
2,68.0,"(177,)",,,
2,68.0,"(152,)",,,
5,68.0,"(194,)",,,
5,68.0,"(263,)","(262,)",,
11,68.0,"(215,)",,,
1,68.0,"(165,)",,,
1,68.0,"(113,)",,,
2,68.0,"(167,)",,,
2,68.0,"(223,)",,,
2,68.0,"(249,)",,,
2,68.0,"(740,)",,,
1,68.0,"(742,)",,,
5,68.0,"(237,)",,,
5,68.0,"(655,)",,,
7,68.0,"(541,)",,,
5,68.0,"(228,)",,,
5,68.0,"(599,)",,,
1,68.0,"(207,)",,,
1,68.0,"(355,)",,,
2,68.0,"(244,)",,,
2,68.0,"(734,)",,,
9,68.0,"(247,)",,,
9,68.0,"(735,)",,,
4,68.0,"(221,)",,,
4,68.0,"(526,)",,,
4,68.0,"(60,)",,,
5,68.0,"(90,)",,,
5,68.0,"(440,)",,,
4,68.0,"(96,)",,,
4,68.0,"(641,)",,,
3,68.0,"(92,)",,,
3,68.0,"(597,)",,,
5,68.0,"(104,)",,,
5,68.0,"(750,)",,,
4,68.0,"(343,)",,,
5,68.0,"(97,)",,,
1,68.0,"(62,)",,,
1,68.0,"(428,)",,,
1,68.0,"(624,)",,,
1,68.0,"(43,)",,,
1,68.0,"(631,)",,,
1,68.0,"(481,)",,,
2,68.0,"(632,)",,,
2,68.0,"(580,)",,,
3,68.0,"(636,)","(635,)",,
3,68.0,"(728,)",,,
1,68.0,"(69,)",,,
1,68.0,"(1,)",,,
5,68.0,"(71,)",,,
5,68.0,"(433,)",,,
16,68.0,"(73,)",,,
16,68.0,"(700,)",,,
7,68.0,"(399,)",,,
7,68.0,"(16,)",,,
2,68.0,"(418,)",,,
2,68.0,"(459,)",,,
5,68.0,"(421,)",,,
5,68.0,"(210,)",,,
13,68.0,"(119,)",,,
10,68.0,"(126,)","(127,)",,
10,68.0,"(647,)",,,
18,68.0,"(118,)",,,
18,68.0,"(171,)",,,
1,68.0,"(332,)",,,
1,68.0,"(559,)",,,
11,68.0,"(323,)",,,
11,68.0,"(449,)",,,
2,68.0,"(538,)",,,
25,68.0,"(328,)",,,
25,68.0,"(756,)",,,
4,68.0,"(320,)",,,
4,68.0,"(303,)",,,
5,68.0,"(537,)",,,
5,68.0,"(467,)",,,
13,68.0,"(542,)",,,
13,68.0,"(40,)",,,
18,68.0,"(567,)",,,
18,68.0,"(477,)",,,
2,68.0,"(584,)",,,
2,68.0,"(632,)",,,
1,68.0,"(553,)",,,
1,68.0,"(278,)",,,
1,68.0,"(559,)",,,
1,68.0,"(332,)",,,
6,68.0,"(579,)",,,
2,68.0,"(65,)",,,
2,68.0,"(552,)",,,
2,68.0,"(117,)",,,
2,68.0,"(585,)",,,
2,68.0,"(652,)","(653,)",,
38,68.0,"(758,)",,,
2,68.0,"(557,)",,,
2,68.0,"(309,)",,,
6,68.0,"(612,)",,,
6,68.0,"(686,)",,,
4,68.0,"(281,)",,,
2,68.0,"(609,)",,,
2,68.0,"(606,)",,,
1,68.0,"(614,)",,,
5,68.0,"(600,)",,,
5,68.0,"(224,)",,,
2,68.0,"(522,)",,,
2,68.0,"(115,)",,,
2,68.0,"(442,)",,,
1,68.0,"(117,)",,,
1,68.0,"(552,)",,,
7,68.0,"(113,)",,,
7,68.0,"(160,)",,,
1,136.0,"(109, 220)",,,
1,68.0,"(507,)",,,
1,68.0,"(31,)",,,
4,68.0,"(510,)",,,
4,68.0,"(465,)",,,
1,68.0,"(514,)",,,
3,68.0,"(609,)",,,
5,68.0,"(378,)",,,
1,136.0,"(517, 689)",,,
5,68.0,"(517,)",,,
14,68.0,"(215,)",,,
2,68.0,"(622,)",,,
2,68.0,"(480,)",,,
4,68.0,"(341,)",,,
4,68.0,"(12,)",,,
4,68.0,"(384,)",,,
4,68.0,"(677,)",,,
4,68.0,"(361,)",,,
4,68.0,"(265,)",,,
2,68.0,"(344,)",,,
1,68.0,"(382,)",,,
1,68.0,"(560,)",,,
2,68.0,"(383,)",,,
3,68.0,"(734,)",,,
3,68.0,"(245,)",,,
4,68.0,"(296,)",,,
4,68.0,"(7,)",,,
3,68.0,"(305,)",,,
3,68.0,"(320,)",,,
3,68.0,"(762,)",,,
3,68.0,"(50,)",,,
9,68.0,"(763,)",,,
9,68.0,"(497,)",,,
6,68.0,"(219,)",,,
3,68.0,"(314,)",,,
3,68.0,"(446,)",,,
1,68.0,"(524,)",,,
1,68.0,"(317,)",,,
1,68.0,"(318,)",,,
1,68.0,"(368,)",,,
5,68.0,"(200,)",,,
2,68.0,"(380,)",,,
7,68.0,"(529,)",,,
7,68.0,"(220,)",,,
1,68.0,"(383,)",,,
6,68.0,"(660,)",,,
6,68.0,"(236,)",,,
2,53.0,"(736,)",,,
2,53.0,"(289,)",,,
1,53.0,"(614,)",,,
2,53.0,"(381,)",,,
2,53.0,"(743,)",,,
1,53.0,"(283,)",,,
1,53.0,"(685,)",,,
2,106.0,"(683, 515)",,,
1,53.0,"(686,)",,,
1,53.0,"(611,)",,,
3,53.0,"(676,)",,,
3,53.0,"(384,)",,,
1,106.0,"(669, 162)",,,
1,53.0,"(423,)",,,
1,53.0,"(29,)",,,
1,53.0,"(461,)",,,
1,53.0,"(418,)",,,
1,53.0,"(451,)",,,
1,53.0,"(324,)",,,
6,53.0,"(66,)",,,
1,53.0,"(480,)",,,
1,53.0,"(622,)",,,
3,53.0,"(448,)","(447,)",,
1,53.0,"(444,)",,,
1,53.0,"(273,)",,,
3,53.0,"(430,)",,,
3,53.0,"(441,)",,,
3,53.0,"(87,)",,,
1,53.0,"(442,)",,,
1,53.0,"(115,)",,,
4,53.0,"(473,)","(423, 38)",,
4,53.0,"(567,)",,,
4,53.0,"(741,)",,,
3,53.0,"(457,)",,,
3,53.0,"(373,)",,,
3,53.0,"(482,)",,,
3,53.0,"(712,)",,,
6,53.0,"(741,)",,,
1,106.0,"(739, 226)",,,
1,53.0,"(644,)",,,
1,53.0,"(95,)",,,
2,53.0,"(26,)",,,
2,53.0,"(404,)","(403,)",,
2,53.0,"(316,)",,,
2,53.0,"(29,)",,,
2,53.0,"(422,)",,,
1,53.0,"(30,)",,,
1,53.0,"(509,)",,,
1,53.0,"(0,)",,,
1,53.0,"(70,)",,,
1,53.0,"(2,)",,,
1,53.0,"(79,)",,,
5,53.0,"(42,)",,,
5,53.0,"(542,)",,,
1,53.0,"(49,)",,,
1,53.0,"(761,)",,,
2,53.0,"(712,)",,,
2,53.0,"(489,)",,,
1,53.0,"(701,)",,,
1,53.0,"(76,)",,,
6,53.0,"(430,)",,,
5,53.0,"(743,)",,,
1,53.0,"(54,)","(52,)","(53,)","(55,)"
1,53.0,"(425,)",,,
2,53.0,"(283,)",,,
3,53.0,"(275,)",,,
3,53.0,"(444,)",,,
2,53.0,"(663,)",,,
1,53.0,"(280,)",,,
3,53.0,"(290,)",,,
3,53.0,"(755,)",,,
14,53.0,"(265,)",,,
14,53.0,"(361,)",,,
1,106.0,"(265, 351)",,,
7,53.0,"(289,)",,,
7,53.0,"(736,)",,,
1,53.0,"(262,)","(263,)",,
1,53.0,"(195,)",,,
1,53.0,"(216,)",,,
3,53.0,"(226,)",,,
3,53.0,"(599,)",,,
1,106.0,"(202, 340)",,,
3,53.0,"(203,)",,,
3,53.0,"(360,)",,,
1,53.0,"(245,)",,,
1,53.0,"(734,)",,,
3,53.0,"(89,)",,,
3,53.0,"(439,)",,,
3,53.0,"(82,)",,,
3,53.0,"(261,)",,,
4,53.0,"(100,)",,,
4,53.0,"(749,)",,,
1,53.0,"(64,)",,,
1,53.0,"(627,)",,,
1,53.0,"(481,)",,,
1,53.0,"(632,)",,,
1,53.0,"(584,)",,,
6,53.0,"(70,)",,,
6,53.0,"(1,)",,,
1,53.0,"(402,)",,,
1,53.0,"(26,)",,,
3,53.0,"(121,)",,,
1,53.0,"(125,)",,,
1,53.0,"(646,)",,,
2,53.0,"(124,)","(123,)",,
1,53.0,"(326,)",,,
1,53.0,"(756,)",,,
9,53.0,"(320,)",,,
9,53.0,"(305,)",,,
2,53.0,"(537,)",,,
2,53.0,"(472,)",,,
3,53.0,"(547,)",,,
3,53.0,"(40,)",,,
14,53.0,"(567,)",,,
14,53.0,"(478,)",,,
1,53.0,"(581,)",,,
1,53.0,"(633,)",,,
5,53.0,"(579,)",,,
1,53.0,"(63,)",,,
7,53.0,"(552,)",,,
7,53.0,"(116,)",,,
4,53.0,"(556,)",,,
4,53.0,"(309,)",,,
3,53.0,"(281,)",,,
1,106.0,"(598, 85)",,,
1,106.0,"(600, 244)",,,
3,53.0,"(522,)",,,
4,53.0,"(115,)",,,
4,53.0,"(442,)",,,
2,106.0,"(135, 243)",,,
2,53.0,"(215,)",,,
3,53.0,"(372,)",,,
3,53.0,"(457,)",,,
5,53.0,"(361,)",,,
5,53.0,"(265,)",,,
1,53.0,"(394,)",,,
1,53.0,"(757,)",,,
2,53.0,"(297,)",,,
2,53.0,"(9,)",,,
9,53.0,"(305,)",,,
9,53.0,"(320,)",,,
1,53.0,"(312,)",,,
1,53.0,"(556,)",,,
1,53.0,"(762,)",,,
1,53.0,"(49,)",,,
9,53.0,"(763,)",,,
9,53.0,"(503,)",,,
2,53.0,"(197,)",,,
2,53.0,"(314,)",,,
2,53.0,"(446,)",,,
2,106.0,"(523, 219)",,,
1,106.0,"(525, 173)",,,
4,53.0,"(383,)",,,
3,53.0,"(579,)",,,
2,238.0,"(457,)",,,
2,238.0,"(373,)",,,
2,238.0,"(12,)",,,
2,238.0,"(340,)",,,
1,238.0,"(158,)",,,
1,238.0,"(3,)",,,
4,258.0,"(746,)",,,
4,258.0,"(101,)",,,
1,258.0,"(752,)",,,
1,258.0,"(254,)",,,
1,258.0,"(682,)",,,
1,258.0,"(679,)",,,
2,258.0,"(430,)",,,
5,258.0,"(457,)",,,
5,258.0,"(370,)",,,
1,258.0,"(212,)",,,
1,258.0,"(12,)",,,
1,258.0,"(342,)",,,
1,258.0,"(283,)",,,
1,258.0,"(263,)","(262,)",,
1,258.0,"(195,)",,,
1,258.0,"(198,)",,,
1,258.0,"(191,)",,,
1,258.0,"(133,)","(132,)",,
1,258.0,"(215,)",,,
1,258.0,"(211,)",,,
2,258.0,"(521,)",,,
1,258.0,"(257,)",,,
1,258.0,"(753,)",,,
1,258.0,"(221,)",,,
1,258.0,"(527,)",,,
2,258.0,"(413,)",,,
2,258.0,"(272,)",,,
1,258.0,"(320,)",,,
1,258.0,"(305,)",,,
1,258.0,"(553,)",,,
1,258.0,"(279,)",,,
1,258.0,"(222,)",,,
1,258.0,"(609,)",,,
1,258.0,"(345,)",,,
3,258.0,"(147,)","(146,)",,
3,258.0,"(176,)",,,
1,258.0,"(682,)",,,
1,122.0,"(735, 223)",,,
2,61.0,"(755,)",,,
2,61.0,"(293,)",,,
1,61.0,"(746,)",,,
1,61.0,"(105,)",,,
6,61.0,"(758,)",,,
2,61.0,"(283,)",,,
1,122.0,"(683, 515)",,,
7,61.0,"(676,)",,,
7,61.0,"(385,)",,,
1,122.0,"(669, 162)",,,
1,122.0,"(672, 196)",,,
7,122.0,"(668, 179)",,,
3,61.0,"(67,)",,,
2,61.0,"(480,)",,,
2,61.0,"(622,)",,,
1,61.0,"(122,)",,,
2,61.0,"(430,)",,,
2,61.0,"(473,)","(423, 38)",,
2,61.0,"(576,)",,,
1,61.0,"(607,)",,,
